web-scraper-order,description_raw,price_raw,mileage_raw,fuel_type_raw,location_raw,price,mileage,fuel_type_Diesel,price_cat,mileage_cat,lat,lon
1733472692-499,RENAULT Trafic Seabird 2.9 t L1 H1 2.5 dCi 146 DPF,CHF 12'900.–,301'000 km,Diesel,"Route Principale 9, 2743 Eschert - Moutier",12900,301000,1,0 - 19999,mid-high,47.31846237182617,9.172804832458496
1733472696-500,RIMOR Rimor Seal 50,CHF 59'900.–,13'000 km,Diesel,"Buchholz 44, 8750 Glarus",59900,13000,1,50000 - 99999,low,47.096275329589844,6.81933069229126
1733472700-501,VW T6 California 2.0 Bi-TDI Ocean 4Motion,CHF 44'999.–,131'000 km,Diesel,"Luzernerstrasse 80, 6014 Luzern",44999,131000,1,20000 - 49999,mid,46.26874542236328,6.959034442901611
1733472703-502,RIMOR Evo5,CHF 56'900.–,22'000 km,Diesel,"Via Stazione 2, 6592 S.Antonino",56900,22000,1,50000 - 99999,low,47.152587890625,8.39490032196045
1733472707-503,VW T6.1 California 2.0 Bi-TDI Ocean Liberty 4Motion,CHF 64'800.–,34'800 km,Diesel,"Alpenstrasse 1, 6386 Wolfenschiessen",64800,34800,1,50000 - 99999,low,47.18511199951172,7.399871349334717
1733472711-504,VW T6.1 California 2.0 TDI Beach Liberty Spirit,CHF 52'800.–,101'200 km,Diesel,"Alpenstrasse 1, 6386 Wolfenschiessen",52800,101200,1,50000 - 99999,mid,47.741600036621094,8.709936141967773
1733472714-505,PÖSSL Summit 640,CHF 54'900.–,62'000 km,Diesel,"Florastrasse 4, 3600 Thun",54900,62000,1,50000 - 99999,low-mid,47.741600036621094,8.709936141967773
1733472717-506,VW Caddy Maxi 1.5 TSI California,CHF 33'900.–,66'345 km,Benzin,"Luzernerstrasse 84, 6030 Ebikon",33900,66345,0,20000 - 49999,low-mid,47.741600036621094,8.709936141967773
1733472722-508,VW T6.1 California Ocean Lib 2.0 TDI DSG 150PS,CHF 65'500.–,12'027 km,Diesel,"Weiermatt 1, 4446 Buckten",65500,12027,1,50000 - 99999,low,46.2806282043457,6.924017906188965
1733472726-509,VW T6 California 2.0 TDI Beach 4Motion,CHF 43'900.–,128'500 km,Diesel,"Aawasserstrasse 12, 6383 Dallenwil",43900,128500,1,20000 - 49999,mid,47.514400482177734,8.01496410369873
1733472729-510,MERCEDES-BENZ Marco Polo 300 d 4M Automat,CHF 84'500.–,17'500 km,Diesel,"Industriestrasse 23, 4623 Neuendorf",84500,17500,1,50000 - 99999,low,47.055057525634766,8.085668563842773
1733472735-511,VW GEOVAN L Induktion - Solar - Warmwasser - Dusche - Lithium - grosses Bett,CHF 41'500.–,68'500 km,Diesel,"Schwettistrasse 1A, 6042 Dietwil",41500,68500,1,20000 - 49999,low-mid,47.447872161865234,9.134964942932129
1733472740-512,VW T6 California 2.0 TDI DSG Beach,CHF 41'800.–,99'800 km,Diesel,"Gässliacker 13, 4492 Tecknau",41800,99800,1,20000 - 49999,low-mid,47.33076095581055,7.837788105010986
1733472744-513,VW T5 California 2.0 TDI Comfortline 4Motion,CHF 31'000.–,152'966 km,Diesel,"Buholzstrasse 40, 6032 Emmen",31000,152966,1,20000 - 49999,mid,47.33076095581055,7.837788105010986
1733472747-514,STEYR 12 S 23 4x4,CHF 134'800.–,44'000 km,Diesel,"Dorf 10, 9127 St. Peterzell",134800,44000,1,100000 - 199999,low,47.055057525634766,8.085668563842773
1733472753-516,VW T6 California 2.0 Bi-TDI Ocean Liberty 4Motion,CHF 62'800.–,52'000 km,Diesel,"Avenue Léopold-Robert 117, 2300 La Chaux-de-Fonds",62800,52000,1,50000 - 99999,low-mid,47.055057525634766,8.085668563842773
1733472760-518,VW GEOVAN M - Allrad - Bestzustand,CHF 41'500.–,81'500 km,Diesel,"Schwettistrasse 1A, 6042 Dietwil",41500,81500,1,20000 - 49999,low-mid,47.741600036621094,8.709936141967773
1733472766-519,XGO 95G,CHF 54'555.–,34'140 km,Diesel,"Archstrasse 36, 2540 Grenchen",54555,34140,1,50000 - 99999,low,47.741600036621094,8.709936141967773
1733472769-520,"DETHLEFFS EDITION SILVER LINE T 7056 2,3 DIESEL FIAT DUCATO MJ 140",CHF 62'997.–,28'018 km,Diesel,"Zollstrasse 33, 8240 Thayngen(SH)",62997,28018,1,50000 - 99999,low,47.152587890625,8.39490032196045
1733472773-521,"ADRIA MATRIX 600 SL PLUS 2,3 DIESEL FIAT DUCATO MJ 160",CHF 69'997.–,37'904 km,Diesel,"Zollstrasse 33, 8240 Thayngen(SH)",69997,37904,1,50000 - 99999,low,47.64430236816406,9.194437026977539
1733472783-522,"FORD TRANSIT CUSTOM NUGGET WESTFALIA HOCHDACH H3 2,2 TDCI DIESEL",CHF 49'997.–,65'986 km,Diesel,"Zollstrasse 33, 8240 Thayngen(SH)",49997,65986,1,20000 - 49999,low-mid,47.415218353271484,7.844275951385498
1733472790-523,RENAULT Trafic 2.9 t L1 H1 1.6 dCi 114 Camper,CHF 23'600.–,122'200 km,Diesel,"Zürcherstrasse 34 und Messenriet 15, 8500 Frauenfeld",23600,122200,1,20000 - 49999,mid,47.15180969238281,8.165165901184082
1733472796-524,MERCEDES-BENZ Viano 3.0 CDI Blue Eff. Marco Polo Edition A,CHF 33'900.–,159'000 km,Diesel,"Ch. de la Millière 3a, 1893 Muraz (Collombey)",33900,159000,1,20000 - 49999,mid,47.152587890625,8.39490032196045
1733472801-525,VW T6 California 3000 2.0 TDI 150 Beach Liberty,CHF 43'900.–,33'652 km,Diesel,"Hauptstrasse 142, 5072 Oeschgen",43900,33652,1,20000 - 49999,low,47.00950241088867,8.619601249694824
1733472807-526,OPEL Zafira Life M FLEX erhöhte Last 2.0 CDTI 177 CROSSCAMP,CHF 58'000.–,29'900 km,Diesel,"Hackenrüti 10, 6110 Wolhusen",58000,29900,1,50000 - 99999,low,47.741600036621094,8.709936141967773
1733472813-527,LAND ROVER Discovery 2.7TD V6,CHF 26'900.–,125'000 km,Diesel,"Henauerstrasse 44, 9244 Niederuzwil",26900,125000,1,20000 - 49999,mid,47.152587890625,8.39490032196045
1733472823-529,VW T6.1 California TDI Beach Liberty Spirit DSG7,CHF 64'300.–,11'200 km,Diesel,"Solothurnerstrasse 25, 4614 Hägendorf",64300,11200,1,50000 - 99999,low,47.387718200683594,8.494241714477539
1733472829-530,OPEL Movano Flex 541 3.5t L2 H2 2.2 TD 165 Heavy CROSSCAMP,CHF 59'820.–,18'000 km,Diesel,"Hackenrüti 10, 6110 Wolhusen",59820,18000,1,50000 - 99999,low,47.35773849487305,7.984447479248047
1733472855-531,CROSSCAMP Opel Zafira Life M FLEX erhöhte Last 2.0 CDTI 177,CHF 58'000.–,29'900 km,Diesel,"Hackenrüti 10, 6110 Wolhusen",58000,29900,1,50000 - 99999,low,47.227630615234375,8.866288185119629
1733472860-532,CROSSCAMP Opel Movano Flex 541 3.5t L2 H2 2.2 TD 165 Heavy,CHF 59'820.–,18'000 km,Diesel,"Hackenrüti 10, 6110 Wolhusen",59820,18000,1,50000 - 99999,low,47.35371780395508,7.931101322174072
1733472865-533,"MERCEDES-BENZ Sprinter VANPOWER Model: Infinity - Luxuriöses Wohnmobil für 2 Personen, Professioneller Ausbau alles NEU",CHF 83'900.–,37'950 km,Diesel,"Eichholzweg 18, 3123 Belp",83900,37950,1,50000 - 99999,low,47.45001220703125,7.881074905395508
1733472872-535,"VW T5 CALIFORNIA 2,0 TDI DSG COMFORTLINE",CHF 43'997.–,82'762 km,Diesel,"Zollstrasse 33, 8240 Thayngen(SH)",43997,82762,1,20000 - 49999,low-mid,47.46270751953125,9.02379035949707
1733472879-536,VW GEOVAN M *NEUES MODEL*,CHF 34'950.–,87'560 km,Diesel,"Schwettistrasse 1A, 6042 Dietwil",34950,87560,1,20000 - 49999,low-mid,47.547142028808594,7.5511474609375
1733472884-537,MERCEDES-BENZ Marco Polo 220 d Trend L,CHF 63'800.–,28'000 km,Diesel,"Sonnenwiesenstrasse 17, 8280 Kreuzlingen",63800,28000,1,50000 - 99999,low,47.08992385864258,8.253633499145508
1733472889-538,VW Grand California 600 2.0 TDI 177PS,CHF 53'900.–,23'967 km,Diesel,"Weiermatt 1, 4446 Buckten",53900,23967,1,50000 - 99999,low,47.26155090332031,7.946728229522705
1733472895-539,FIAT Knaus 3.0,CHF 37'990.–,77'600 km,Diesel,"Seestrasse 30, 6205 Eich",37990,77600,1,20000 - 49999,low-mid,46.597469329833984,6.542710781097412
1733472901-540,VW GEOVAN XL *neues MODEL*,CHF 51'500.–,49'985 km,Diesel,"Schwettistrasse 1A, 6042 Dietwil",51500,49985,1,50000 - 99999,low,47.450294494628906,9.641934394836426
1733472905-541,VW T6.1 California 2.0 TDI Beach,CHF 84'900.–,27'600 km,Diesel,"Seewenstrasse 28, 6440 Brunnen",84900,27600,1,50000 - 99999,low,47.536373138427734,8.730512619018555
1733472910-542,"VW T6.1 CALIFORNIA 2,0 TDI DSG 4X4 OCEAN LIBERTY",CHF 65'997.–,47'802 km,Diesel,"Zollstrasse 33, 8240 Thayngen(SH)",65997,47802,1,50000 - 99999,low,46.97899627685547,7.4851155281066895
1733472915-543,VW GEOVAN M,CHF 21'500.–,110'000 km,Benzin,"Schwettistrasse 1A, 6042 Dietwil",21500,110000,0,20000 - 49999,mid,46.3544807434082,6.932366371154785
1733472921-544,PEUGEOT Bravia SWAN 599  2.2 BlueHDI 165PS,CHF 54'900.–,23'002 km,Diesel,"St. Gallerstrasse 33, 8352 Räterschen - bei Winterthur",54900,23002,1,50000 - 99999,low,47.152587890625,8.39490032196045
1733472925-545,FORD Nugget Westfalia Hochdach,CHF 43'900.–,80'350 km,Diesel,"Albulastrasse 37, 8048 Zürich",43900,80350,1,20000 - 49999,low-mid,47.45183181762695,8.701164245605469
1733472929-546,VW T6 California 2.0 TDI Ocean Liberty,CHF 65'000.–,29'900 km,Diesel,"Herrenmattstrasse 28, 4658 Däniken",65000,29900,1,50000 - 99999,low,46.93461227416992,7.489782810211182
1733472932-547,RENAULT Trafic Camper L1H1 2.8t dCi 120 ***Aufstelldach***,CHF 42'800.–,22'000 km,Diesel,"Buechstrasse 19, 8645 Jona",42800,22000,1,20000 - 49999,low,46.60664749145508,7.032050609588623
1733472937-548,FIAT PILOTE MS35/EB4,CHF 44'900.–,29'200 km,Diesel,"Niederämterstrasse 11, 4657 Dulliken",44900,29200,1,20000 - 49999,low,46.251888275146484,6.946492671966553
1733472945-549,MERCEDES-BENZ Marco Polo Activ 250 d 4M,CHF 52'800.–,51'000 km,Diesel,"Gässliacker 13, 4492 Tecknau",52800,51000,1,50000 - 99999,low-mid,47.38456344604492,8.485977172851562
1733472953-550,VW T5 California 2.5L,CHF 21'900.–,266'000 km,Diesel,"Route de la Comba 2, 1680 Romont",21900,266000,1,20000 - 49999,mid-high,46.94354248046875,7.448245525360107
1733472967-551,VW T5 California 2.0 Bi-TDI Beach Edition 4Motion,CHF 44'990.–,66'000 km,Diesel,"Lenzbüel 4, 8370 Sirnach",44990,66000,1,20000 - 49999,low-mid,47.11505889892578,8.60737133026123
1733472970-552,VW T6 California 2.0 TDI Beach Liberty,CHF 43'900.–,113'000 km,Diesel,"Binningerstrasse 112, 4123 Allschwil",43900,113000,1,20000 - 49999,mid,47.741600036621094,8.709936141967773
1733472973-553,VW T6.1 California 2.0 TDI Beach Liberty Anhängerkupplung I Standheizung,CHF 47'800.–,116'000 km,Diesel,"Buzibachstrasse 47, 6023 Rothenburg",47800,116000,1,20000 - 49999,mid,47.741600036621094,8.709936141967773
1733472977-554,VW Caddy Maxi 2.0 TDI Ca DSG,CHF 36'500.–,22'900 km,Diesel,"Hausmattweg 1, 4805 Brittnau",36500,22900,1,20000 - 49999,low,47.31313705444336,7.93761682510376
1733472983-555,CHALLENGER FD1,CHF 19'900.–,55'000 km,Diesel,"Route de Sullens 9, 1303 Penthaz",19900,55000,1,0 - 19999,low-mid,47.10837173461914,8.34425163269043
1733472991-557,VW Maxi 1.0 TSI,CHF 32'900.–,91'000 km,Benzin,8472 Seuzach,32900,91000,0,20000 - 49999,low-mid,46.95763397216797,7.452798843383789
1733472995-558,VW T4,CHF 22'000.–,69'000 km,Benzin,3063 Ittigen,22000,69000,0,20000 - 49999,low-mid,47.5069580078125,9.270942687988281
1733473000-559,VW T6.1 California 2.0 Bi-TDI Ocean Edition Liberty 4Motion,CHF 69'900.–,25'000 km,Diesel,"Route du Simplon 32, 1852 Roche VD",69900,25000,1,50000 - 99999,low,47.36394500732422,9.074725151062012
1733473004-560,VW GEOVAN M - Induktion - Aussendusche - Solarsystem - Lithiumbatterie - grosses Bett,CHF 20'000.–,115'000 km,Benzin,"Schwettistrasse 1A, 6042 Dietwil",20000,115000,0,0 - 19999,mid,47.741600036621094,8.709936141967773
1733473009-561,FIAT 2.5 TD Hoby,CHF 15'490.–,107'000 km,Diesel,8310 Kemptthal,15490,107000,1,0 - 19999,mid,46.78022766113281,7.160383701324463
1733473014-562,CARTHAGO Chic C-Line 4.8 i,CHF 89'900.–,15'900 km,Diesel,3074 Muri,89900,15900,1,50000 - 99999,low,46.224342346191406,7.311820983886719
1733473017-563,FIAT Ducato,CHF 10'000.–,52'000 km,Diesel,1635 La Tour de Trême,10000,52000,1,0 - 19999,low-mid,47.3072509765625,8.82162094116211
1733473022-564,FIAT Ducato,CHF 5'000.–,130'000 km,Diesel,1870 Monthey,5000,130000,1,0 - 19999,mid,47.05475997924805,9.414716720581055
1733473026-565,VW T4,CHF 15'000.–,127'000 km,Diesel,8048 Zürich,15000,127000,1,0 - 19999,mid,47.350502014160156,8.052599906921387
1733473030-566,EURA MOBIL EURA MOBIL Sport 665 HB,CHF 23'450.–,145'000 km,Diesel,3005 Bern,23450,145000,1,20000 - 49999,mid,47.25289535522461,9.001060485839844
1733473033-567,VW T5 California 2.0 Bi-TDI Comfortline Travel 4Motion,CHF 35'500.–,147'500 km,Diesel,6314 Unterägeri,35500,147500,1,20000 - 49999,mid,47.44962692260742,7.733177185058594
1733473036-568,"LAIKA ECOVIP 329 2,3 DIESEL FIAT DUCATO MJ2 150",CHF 56'997.–,26'185 km,Diesel,"Zollstrasse 33, 8240 Thayngen(SH)",56997,26185,1,50000 - 99999,low,46.05215835571289,8.927762031555176
1733473040-569,MERCEDES-BENZ Marco Polo Viano 2.2 CDI 4M Aut.,CHF 39'997.–,99'985 km,Diesel,"Zollstrasse 33, 8240 Thayngen(SH)",39997,99985,1,20000 - 49999,low-mid,47.42990493774414,8.642165184020996
1733473044-570,VW T6 California 2.0 TDI Beach Liberty,CHF 49'900.–,54'900 km,Diesel,"Bifang 8, 4665 Oftringen",49900,54900,1,20000 - 49999,low-mid,47.08238983154297,7.3673095703125
1733473051-571,TOYOTA PROACE 1.5 Firenze L1 by Almo Campers,CHF 59'900.–,20'400 km,Diesel,"Am Sagenbach 14, 6033 Buchrain",59900,20400,1,50000 - 99999,low,47.50355529785156,8.72974967956543
1733473054-572,PÖSSL GLOBECAR 640 mit Einzelbett! ab MFK! ab Service!,CHF 38'890.–,88'999 km,Diesel,"Johann-Renfer-Strasse 3, 2504 Biel/Bienne",38890,88999,1,20000 - 49999,low-mid,47.22198486328125,9.052789688110352
1733473058-573,VW T2,CHF 55'000.–,160'000 km,Benzin,3014 Bern,55000,160000,0,50000 - 99999,mid,47.4791374206543,7.730919361114502
1733473061-574,TOYOTA Hiace,CHF 6'900.–,79'600 km,Benzin,9220 Bischofszell,6900,79600,0,0 - 19999,low-mid,46.73295211791992,8.19924259185791
1733473065-575,"DETHLEFFS Trend A 6977, Fiat Ducato 2.3MJT 150PS",CHF 49'900.–,23'500 km,Diesel,"Hofackerstrasse 7, 9606 Bütschwil",49900,23500,1,20000 - 49999,low,47.19585418701172,8.449189186096191
1733473069-576,"PÖSSL SUMMIT 540 SHINE 2,2 HDI CITROEN JUMPER",CHF 56'997.–,18'694 km,Diesel,"Zollstrasse 33, 8240 Thayngen(SH)",56997,18694,1,50000 - 99999,low,46.25404357910156,7.422774314880371
1733473071-577,FORD Nugget,CHF 49'900.–,45'000 km,Diesel,1723 Marly,49900,45000,1,20000 - 49999,low,45.995521545410156,8.861557006835938
1733473074-578,VW T6.1 California 2.0 Bi-TDI Ocean Liberty 4Motion,CHF 75'900.–,33'250 km,Diesel,"Route des Peupliers 14, 1964 Conthey",75900,33250,1,50000 - 99999,low,47.434837341308594,8.130186080932617
1733473076-579,VW T6.1 California 2.0 Bi-TDI Ocean Edition Liberty,CHF 59'000.–,46'500 km,Diesel,8340 Hinwil,59000,46500,1,50000 - 99999,low,47.19585418701172,8.449189186096191
1733473082-580,MORELO,CHF 220'000.–,20'000 km,Diesel,8887 Mels,220000,20000,1,200000 - 499999,low,46.03166198730469,8.980022430419922
1733473085-581,VW T6.1 California 2.0 TDI Ocean Edition Liberty,CHF 74'900.–,13'500 km,Diesel,"Industriestrasse 39, 5036 Oberentfelden",74900,13500,1,50000 - 99999,low,46.78022766113281,7.160383701324463
1733473089-582,CARTHAGO Chic C-Line I 4.8,CHF 43'900.–,170'270 km,Diesel,"Breitenstrasse 1, 8725 Gebertingen",43900,170270,1,20000 - 49999,mid,47.51038360595703,8.029332160949707
1733473091-583,VW T6 California 2.0 TDI Ocean Liberty,CHF 44'900.–,122'000 km,Diesel,4416 Bubendorf,44900,122000,1,20000 - 49999,mid,47.741600036621094,8.709936141967773
1733473094-584,ADRIA SCi700,CHF 53'000.–,32'000 km,Diesel,6930 Bedano,53000,32000,1,50000 - 99999,low,47.46751022338867,7.860188961029053
1733473123-590,VW T6.1 California 2.0 TDI Beach,CHF 54'500.–,66'000 km,Diesel,8303 Bassersdorf,54500,66000,1,50000 - 99999,low-mid,46.65927505493164,6.602917194366455
1733473134-591,MAN 18.402,CHF 83'000.–,230'000 km,Diesel,3251 Wengi,83000,230000,1,50000 - 99999,mid-high,47.53417205810547,8.284839630126953
1733473139-592,PEUGEOT,CHF 20'000.–,68'597 km,Benzin,8400 Winterthur,20000,68597,0,0 - 19999,low-mid,47.32930374145508,7.16263484954834
1733473155-595,VW California Beach,CHF 49'500.–,99'820 km,Diesel,4410 Liestal,49500,99820,1,20000 - 49999,low-mid,47.548492431640625,9.371267318725586
1733473160-596,VW T5,CHF 39'990.–,133'000 km,Diesel,6085 Hasliberg,39990,133000,1,20000 - 49999,mid,47.548492431640625,9.371267318725586
1733473166-597,FIAT Ducato Knaus 2.5 JTDI - 6 Personen Zul -2 x Drehstuhl -MFK Service neu,CHF 15'900.–,95'000 km,Diesel,6330 Cham,15900,95000,1,0 - 19999,low-mid,47.11965560913086,7.325146675109863
1733473177-599,FORD Tec,CHF 28'000.–,55'000 km,Diesel,6986 Curio,28000,55000,1,20000 - 49999,low-mid,46.79905700683594,7.602220058441162
1733473186-600,MERCEDES-BENZ 314 CDI,CHF 25'000.–,130'000 km,Diesel,5108 Oberflachs,25000,130000,1,20000 - 49999,mid,46.79380798339844,6.610972881317139
1733473207-605,VW T6.1 California 2.0 Bi-TDI Beach Edit. 4Motion,CHF 79'900.–,32'500 km,Diesel,5070 Frick,79900,32500,1,50000 - 99999,low,46.94688034057617,6.838715076446533
1733473211-606,"BAVARIA K 600 G 2,3 DIESEL HUBDACH FIAT DUCATO MJ 130",CHF 53'997.–,39'985 km,Diesel,"Zollstrasse 33, 8240 Thayngen(SH)",53997,39985,1,50000 - 99999,low,46.582515716552734,7.65067195892334
1733473217-608,IVECO 4x4 Camper,CHF 38'700.–,45'000 km,Diesel,"Dorf 10, 9127 St. Peterzell",38700,45000,1,20000 - 49999,low,47.42103958129883,7.541443347930908
1733473220-609,SUNLIGHT Adventure V 69,CHF 50'900.–,24'000 km,Diesel,3940 Steg VS,50900,24000,1,50000 - 99999,low,47.741600036621094,8.709936141967773
1733473232-612,VW T6 California 2.0 TDI Beach Liberty,CHF 26'500.–,242'000 km,Diesel,4143 Dornach,26500,242000,1,20000 - 49999,mid-high,47.25289535522461,9.001060485839844
1733473237-614,DODGE COBRA  Sportsman B300,CHF 17'900.–,107'250 km,Benzin,1611 Le Crêt-près-Semsales,17900,107250,0,0 - 19999,mid,46.74116516113281,7.659372806549072
1733473240-615,VW T6.1 California 2.0 TDI Beach Edition Spirit 4Motion,CHF 67'000.–,35'000 km,Diesel,1376 Goumoens,67000,35000,1,50000 - 99999,low,47.69285202026367,8.623772621154785
1733473243-616,DETHLEFFS Advantage T7051,CHF 49'900.–,67'000 km,Diesel,5304 Endingen,49900,67000,1,20000 - 49999,low-mid,46.75131607055664,7.180769443511963
1733473246-617,HYMER B564,CHF 18'000.–,186'500 km,Diesel,2855 Glovelier,18000,186500,1,0 - 19999,mid,47.56113815307617,9.13205337524414
1733473248-618,MERCEDES-BENZ Marco Polo 250 d  4M Automat,CHF 59'900.–,50'000 km,Diesel,5234 Villigen,59900,50000,1,50000 - 99999,low,47.54872131347656,9.308004379272461
1733473258-620,KARMANN Dexter 595,CHF 54'980.–,29'850 km,Diesel,"Romanshornerstrasse 133, 9322 Egnach",54980,29850,1,50000 - 99999,low,47.1522331237793,8.230500221252441
1733473264-621,PÖSSL Roadcamp R,CHF 58'980.–,25'516 km,Diesel,"Romanshornerstrasse 133, 9322 Egnach",58980,25516,1,50000 - 99999,low,47.004615783691406,7.807994842529297
1733473267-622,FIAT Womo integriert Adriatec 630 heckbett MFK,CHF 16'400.–,81'000 km,Diesel,2556 Schwadernau,16400,81000,1,0 - 19999,low-mid,47.41093826293945,8.445731163024902
1733473270-623,PEUGEOT Expert Service Camper 140 AT 2.5T AHK,CHF 37'200.–,19'800 km,Diesel,"Hauptstrasse 9, 5212 Hausen bei Brugg",37200,19800,1,20000 - 49999,low,47.56113815307617,9.13205337524414
1733473274-624,CITROEN JUMPY Tiny Camper,CHF 7'999.–,204'500 km,Diesel,"Winterhaldenstrasse 20, 3627 Heimberg",7999,204500,1,0 - 19999,mid-high,47.52974319458008,7.613723278045654
1733473279-625,LAIKA Cosmos 909 E,CHF 75'000.–,12'000 km,Diesel,1442 Montagny,75000,12000,1,50000 - 99999,low,47.566158294677734,7.5871500968933105
1733473282-626,FIAT Fiat Ducato 2.3 Mjet,CHF 54'489.–,78'329 km,Diesel,"Grenzstrasse, 8107 Dällikon",54489,78329,1,50000 - 99999,low-mid,46.17378616333008,6.068464279174805
1733473285-627,FIAT Knaus Wohnmobil,CHF 9'000.–,120'000 km,Diesel,8600 Dübendorf,9000,120000,1,0 - 19999,mid,47.3612174987793,7.31329870223999
1733473298-630,CHAUSSON 747GA Welcome,CHF 51'000.–,30'000 km,Diesel,"Rte de Boudry 24, 2016 Cortaillod",51000,30000,1,50000 - 99999,low,47.10284423828125,8.376439094543457
1733473315-632,VW T6 California 2.0 TDI Coast,CHF 54'000.–,78'000 km,Diesel,3714 Frutigen,54000,78000,1,50000 - 99999,low-mid,46.534976959228516,6.548501491546631
1733473318-633,VW Westfalia Joker,CHF 44'900.–,107'000 km,Benzin,9497 Triesenberg,44900,107000,0,20000 - 49999,mid,47.19559860229492,7.415706634521484
1733473321-634,VW T6,CHF 29'000.–,170'000 km,Diesel,4225 Brislach,29000,170000,1,20000 - 49999,mid,47.741600036621094,8.709936141967773
1733473326-635,"CARADO CAPRON A 366 2,3 DIESEL FIAT DUCATO MJ 130",CHF 37'997.–,59'395 km,Diesel,"Zollstrasse 33, 8240 Thayngen(SH)",37997,59395,1,20000 - 49999,low-mid,47.41579055786133,8.562726974487305
1733473329-636,VW Caddy 1.5 TSI California Spirit,CHF 28'900.–,43'000 km,Benzin,"Rte de Porrentruy 86, 2800 Delémont",28900,43000,0,20000 - 49999,low,47.09998321533203,8.672536849975586
1733473332-637,FIAT Dethleffs Globe S Langsbett Nutzlast 760 Kg,CHF 38'900.–,64'700 km,Diesel,"Oberfeldstrasse 13, 8570 Weinfelden",38900,64700,1,20000 - 49999,low-mid,45.997154235839844,8.911989212036133
1733473335-638,VW T6 California 2.0 TDI Coast,CHF 36'900.–,142'870 km,Diesel,"Breitenstrasse 1, 8725 Gebertingen",36900,142870,1,20000 - 49999,mid,47.613948822021484,8.723015785217285
1733473338-639,IVECO Daily 55S18W 4x4,CHF 295'000.–,75'000 km,Diesel,3703 Aeschi bei Spiez,295000,75000,1,200000 - 499999,low-mid,47.30265426635742,8.719642639160156
1733473346-641,MERCEDES-BENZ 108 CDI,CHF 12'900.–,276'737 km,Diesel,3652 Hilterfingen,12900,276737,1,0 - 19999,mid-high,47.180965423583984,8.527673721313477
1733473349-642,HYMER Camper Yellostone Fiat 2.3l Aut,CHF 43'900.–,34'900 km,Diesel,"Mühlenstrasse 96, 8200 Schaffhausen",43900,34900,1,20000 - 49999,low,46.95395278930664,7.556127071380615
1733473352-643,FIAT Pilote V630J Premium,CHF 58'000.–,28'000 km,Diesel,1724 Le Mouret,58000,28000,1,50000 - 99999,low,47.45281219482422,8.792537689208984
1733473356-644,FIAT Hymer Tramp 50 Premium Langsbett,CHF 44'900.–,26'200 km,Diesel,"Oberfeldstrasse 13, 8570 Weinfelden",44900,26200,1,20000 - 49999,low,46.4897575378418,6.398878574371338
1733473359-645,VW T6 California 2.0 TDI Beach,CHF 29'900.–,175'000 km,Diesel,"Fehlwiesstrasse 1, 8580 Amriswil",29900,175000,1,20000 - 49999,mid,47.353187561035156,8.055020332336426
1733473363-646,VW T6 California 2.0 Bi-TDI Ocean Edition 4Motion,CHF 42'880.–,171'000 km,Diesel,"Sinserstrasse 400, 6330 Cham ZG",42880,171000,1,20000 - 49999,mid,46.90143585205078,7.227672576904297
1733473365-647,HYMER Exsis-i 512,CHF 34'000.–,115'000 km,Diesel,6024 Hildisrieden,34000,115000,1,20000 - 49999,mid,46.788673400878906,7.161793231964111
1733473368-648,NIESMANN + BISCHOFF Arto 88EK,CHF 109'000.–,43'000 km,Diesel,3453 heimisbach,109000,43000,1,100000 - 199999,low,46.12413787841797,7.139604568481445
